var_1,var_2,correlation
x138,x208,0.6575641382938826
x111,x127,0.6575048891256763
x192,x277,0.6574780230664461
x186,x211,0.6574409925779153
x142,x146,0.6572230065894469
x013,x017,0.6570552773928823
x142,x193,0.6568968115885693
x111,x211,0.6563584154276619
x127,x278,0.656323943366127
x210,x213,0.6562383367060296
x204,x217,0.6562156872935806
x134,x137,0.6560709331076088
x056,x240,0.6560364353482194
x202,x204,0.6558096285468313
x110,x185,0.655109125070727
x141,x212,0.654898096484735
x066,x073,0.6547076229231044
x135,x137,0.6542798711058398
x111,x193,0.6541602976158002
x016,x224,0.6537768986777891
x106,x134,0.6537600846242365
x128,x209,0.653737545187787
x211,x220,0.653658557493103
x130,x202,0.6531533924628484
x202,x278,0.6529832814601048
x131,x221,0.6528497822400847
x121,x137,0.652713518037961
x139,x220,0.6524836702560446
x119,x133,0.6520963451168071
x106,x131,0.6519194670102418
x120,x217,0.6517325877078126
x141,x194,0.6517235980672172
x131,x217,0.6513225761184931
x136,x145,0.6512990256658447
x139,x211,0.650965639395289
x139,x193,0.6508904275951037
x209,x215,0.65085336440208
x195,x218,0.6506806395632705
x127,x135,0.6506174262154325
x120,x216,0.6504850676174545
x131,x212,0.6504807211488982
x145,x212,0.6504476251345617
x119,x218,0.6502518614854104
x213,x216,0.6499892331640791
x121,x203,0.6499836974826914
x137,x146,0.6495468598972964
x017,x030,0.6495332774930413
x024,x285,0.6494505021926374
x138,x194,0.6494454288550571
x118,x214,0.6492621177857397
x141,x203,0.6489900001149859
x139,x216,0.6488263249681157
x203,x220,0.6476939922545961
x110,x144,0.6474780954006091
x013,x015,0.647294930609916
x129,x206,0.6471717726962317
x120,x202,0.6471384464837378
x111,x210,0.6470377347493962
x194,x212,0.6467243576640763
x145,x194,0.6459842751701959
x136,x137,0.6459517650616458
x130,x193,0.6457019977207953
x120,x219,0.6455533324617939
x190,x199,0.6455075335028263
x129,x216,0.6452457799017683
x126,x199,0.6445728781651021
x119,x211,0.6444167745108971
x117,x131,0.6443880082424743
x216,x218,0.64430318402718
x133,x139,0.644051280155375
x115,x164,0.6439291247293909
x128,x219,0.6438475439292071
x140,x196,0.6436776362386984
x188,x199,0.6436632464442201
x135,x144,0.6435036658789074
x145,x203,0.643448859892965
x129,x220,0.6433936556362867
x186,x219,0.6428255846022164
x021,x232,0.6427763910454525
x117,x218,0.6423587648176737
x127,x136,0.6423469989808918
x206,x213,0.6420130348842815
x106,x130,0.6419182773943052
x012,x015,0.6417926531158297
x203,x206,0.6414710541153584
x111,x137,0.6408805443927438
x118,x209,0.6406427933161211
x034,x036,0.6406176927594113
x133,x203,0.6405588914443894
x136,x144,0.6403038098655531
x127,x204,0.6402594923882425
x111,x203,0.6402001779916588
x144,x216,0.6398265759078275
x141,x218,0.6396051488086828
x137,x208,0.639434570152372
x185,x220,0.6392629313765125
x017,x024,0.6390063857546765
x131,x209,0.638931413706131
x211,x221,0.6387922221411321
x128,x210,0.6386135772224651
x140,x221,0.6383743251772556
x057,y,0.6382536510965072
x059,x072,0.6377871255247435
x193,x278,0.6377460238696759
x193,x215,0.637708350894006
x140,x202,0.6372854623743264
x196,x203,0.637248780659452
x139,x206,0.6370780355409508
x138,x209,0.6367354277329322
x137,x214,0.636729936746425
x065,x074,0.636644384169037
x021,x226,0.6366045204967736
x202,x209,0.6365536318697942
x005,x239,0.6359454089724299
x209,x212,0.6355821969264607
x120,x220,0.6352166279065145
x135,x145,0.6352152454754262
x193,x210,0.6350000804532746
x072,x073,0.6349885148974467
x217,x219,0.6348038105800731
x210,x219,0.6347984905944454
x181,x206,0.6345404808961123
x059,x074,0.6340717097679535
x137,x204,0.6336808201230328
x181,x211,0.6336742603486047
x121,x213,0.6335127771432602
x020,x226,0.6332118885924958
x058,x242,0.6326463086346923
x203,x216,0.6325623647362154
x146,x195,0.6323948899788956
x129,x196,0.6323828400291618
x146,x196,0.6320315320012493
x146,x213,0.6320081347776846
x111,x186,0.6314319748181666
x134,x144,0.6313084113007643
x144,x195,0.631070880458667
x128,x205,0.6308296837844297
x119,x206,0.6302462540642938
x146,x218,0.6299297444841779
x143,x192,0.6293995435573505
x138,x215,0.6292295968678175
x138,x210,0.6290956756473836
x127,x146,0.6288382899630881
x130,x133,0.6287921904457706
x121,x142,0.6287136603676273
x130,x221,0.6284273764634709
x146,x217,0.6283285655374518
x131,x218,0.6276769239156278
x012,x017,0.6273777937522039
x014,x030,0.6272247730223406
x206,x218,0.6270583130218307
x110,x128,0.6270544421281113
x121,x186,0.6266246024377105
x121,x220,0.6262677591107991
x285,x291,0.6262135735814358
x003,x289,0.6260541000918725
x224,x236,0.6258972196482847
x133,x213,0.6256338035872318
x127,x214,0.6253882922785969
x121,x209,0.6253344721043617
x142,x214,0.6252949966100174
x011,x017,0.6252460189700998
x117,x141,0.6244974411181426
x129,x192,0.6244662677814712
x136,x146,0.6244464115650153
x203,x211,0.6244400739084398
x218,x221,0.6243864200349821
x127,x194,0.624156381932593
x117,x134,0.6237698356858967
x111,x213,0.6236027742345588
x138,x205,0.6235468372771443
x106,x118,0.623441755470964
x134,x204,0.6231831676619675
x134,x212,0.6230745706156473
x106,x210,0.6227003262777584
x113,x165,0.622300649162241
x211,x219,0.622144659009706
x004,x005,0.6221339463411916
x111,x220,0.6220093284264432
x145,x196,0.6220042754564669
x110,x138,0.6215572808375176
x128,x215,0.621405798270594
x210,x220,0.6211796091312883
x144,x206,0.6209281776059371
x268,x295,0.6205031071828038
x106,x211,0.6203921006932741
x121,x219,0.6203074115771605
x121,x212,0.6202343246022649
x190,x200,0.619691993078078
x118,x210,0.6194937749779722
x202,x214,0.6194033210598836
x144,x193,0.6192652331092244
x135,x212,0.6189900252120836
x106,x209,0.6187670319842695
x211,x213,0.6182674967677891
x143,x194,0.6178191865190715
x128,x195,0.6176689052022987
x111,x142,0.6176222650033495
x120,x218,0.6173414763580661
x141,x209,0.6172092959583315
x106,x141,0.6170171627827131
x120,x133,0.6168039260580401
x119,x278,0.6167589090101582
x110,x133,0.6165545765292276
x143,x215,0.6164358495026423
x117,x204,0.6154655613713645
x135,x204,0.6151539121676819
x120,x192,0.6151496805216241
x235,y,0.6144806160089159
x196,x213,0.6139666701748299
x111,x209,0.6134371577713746
x121,x221,0.613395589823065
x144,x221,0.6132975622134459
x168,x240,0.6131753940931565
x131,x193,0.6131132835771105
x111,x221,0.613111897128703
x111,x219,0.6130604143538344
x142,x204,0.6129184390520148
x165,x189,0.6128347105247058
x140,x193,0.6122904020719089
x131,x202,0.6121825001367588
x012,x024,0.6120135488129274
x134,x214,0.611680608583067
x127,x209,0.6116543496841355
x133,x193,0.6115438483025823
x194,x217,0.6110493881646696
x118,x205,0.6110363772203954
x117,x145,0.6107880866802008
x117,x135,0.6105997239039771
x185,x210,0.6105291480748879
x146,x194,0.6103546583427577
x136,x212,0.6097354804733602
x212,x219,0.6095732046394519
x135,x214,0.6092375074275794
x210,x212,0.6092208393623556
x121,x217,0.6090804676156492
x111,x212,0.6090658317732606
x119,x216,0.6087203643630648
x206,x209,0.6083481998993707
x003,x239,0.6077572482114874
x120,x186,0.6076430906300955
x192,x218,0.6070064256067075
x146,x203,0.6067254619497628
x106,x140,0.6067112084563175
x106,x129,0.6066429394831192
x116,x164,0.6065213181982523
x196,x209,0.606438934451974
x135,x142,0.6062902484148657
x193,x206,0.6062152056739258
x185,x204,0.6060372980910256
x121,x202,0.6057040500650486
x133,x140,0.6054025338640948
x213,x221,0.6053789509917479
x136,x204,0.6048469453432122
x146,x212,0.6038775634695523
x128,x278,0.6038568874684562
x212,x278,0.6033760607152325
x181,x194,0.6033313675223356
x139,x196,0.6028273305272658
x143,x205,0.6027048197803185
x134,x194,0.6024077888775404
x117,x136,0.602398126506763
x141,x202,0.6020172085053325
x005,x014,0.6016746864221713
x189,x200,0.6013668025999733
x128,x211,0.60123663279459
x136,x205,0.6009541478707822
x057,x058,0.600619915037613
x133,x192,0.600375951244316
x135,x205,0.6003128582109095
x209,x219,0.6000542558947798
x119,x208,0.5997021848611407
x191,x200,0.5996147738054404
x119,x220,0.5994247977138588
x191,x199,0.5994199719396572
x136,x214,0.5992272197468071
x166,x190,0.5991926764249386
x137,x209,0.5987493499335799
x166,x189,0.5987397611415775
x118,x196,0.5984858619729606
x111,x217,0.5983437568977636
x136,x142,0.5979870772732234
x137,x278,0.5976929830924397
x142,x219,0.5975612324915698
x113,x166,0.5974584592820855
x118,x277,0.5971231565895229
x134,x202,0.5970378834248135
x129,x208,0.596831182727827
x193,x211,0.5967621836100464
x185,x214,0.5964210794013042
x110,x118,0.5963007794703954
x117,x209,0.5961428625079679
x192,x204,0.5959003254753326
x167,x190,0.5958405333176432
x135,x143,0.5951672650724255
x202,x210,0.5951251910181071
x111,x202,0.5949328052803827
x008,x021,0.5948539184336922
x134,x203,0.5948287581964706
x139,x221,0.5947054361258564
x106,x117,0.5946873351814753
x137,x194,0.5941791175908001
x118,x219,0.5935193907050025
x127,x210,0.5931837380638413
x285,x303,0.5930105714586357
x136,x143,0.5926148103588311
x138,x211,0.5924863358242614
x191,x201,0.5922794668288296
x136,x215,0.592212484481157
x135,x213,0.5919041142764876
x145,x202,0.5915684230835913
x134,x213,0.5915470801472499
x181,x216,0.5913808139503939
x196,x201,0.5907105787544777
x192,x209,0.5906441401265893
x133,x142,0.5905432942734316
x121,x218,0.5905104212094853
x042,x281,0.5904897129896841
x131,x133,0.5903763747255957
x137,x219,0.590196266204048
x135,x194,0.5900928838792825
x135,x215,0.5900198848045236
x196,x218,0.589469725886737
x120,x221,0.5893789975117418
x110,x127,0.5892222871006317
x137,x210,0.5890995438192799
x181,x205,0.5888723922670152
x138,x195,0.5888398205439879
x209,x216,0.5888113495487413
x135,x203,0.5882456418629189
x267,x290,0.5881697646012892
x016,x020,0.5881067427872532
x250,x258,0.5875516868903123
x129,x221,0.5873694377948145
x167,x189,0.5870835451719914
x139,x192,0.586867103431062
x143,x220,0.5868301400992418
x165,x190,0.5866464637435417
x029,x264,0.5865938579103998
x185,x194,0.5864338916553917
x135,x217,0.5860033038670346
x141,x193,0.5854513793217702
x135,x202,0.5849296644034754
x033,x040,0.5848091175534974
x136,x213,0.5847676686583947
x110,x137,0.584740127204141
x134,x145,0.5847003466688837
x106,x133,0.5846760153314745
x265,x268,0.5846691657028064
x236,y,0.5846479732451321
x118,x211,0.5840416163611858
x113,x167,0.5828567347146693
x136,x195,0.5827602585267653
x203,x221,0.5826941564205148
x116,x125,0.5826885825951481
x135,x195,0.5824002357059811
x110,x205,0.5823479143503034
x193,x220,0.5821642758091395
x111,x218,0.582135338852836
x118,x215,0.5821029301625523
x173,x240,0.5820426622684164
x135,x146,0.5818227104099005
x015,x021,0.5816041058439555
x144,x196,0.5814343078381644
x064,x072,0.5811975600803775
x131,x186,0.5811179118902859
x115,x125,0.5809952976642834
x136,x203,0.580926971904423
x186,x210,0.5807978981999014
x134,x143,0.5804096361332854
x136,x194,0.5803574151400682
x194,x208,0.580139072703967
x117,x214,0.5800867353213929
x215,x217,0.5799661787468484
x133,x217,0.5794130878762748
x134,x142,0.5791170288381405
x121,x133,0.5774176161016197
x193,x216,0.5773937847328089
x205,x212,0.5773219612845218
x208,x217,0.5769396851958996
x136,x217,0.5768554848974448
x136,x202,0.5758894958774127
x110,x215,0.5756362776150833
x106,x194,0.5749149691951213
x031,x033,0.5741505389659682
x121,x192,0.574085009231111
x106,x277,0.573923520955528
x138,x220,0.5736862259106885
x117,x195,0.5733746719803169
x164,x189,0.5733517661971025
x145,x193,0.5732887541477842
x127,x219,0.5731913340561133
x212,x215,0.5726792299697159
x106,x139,0.5724944920436815
x064,x066,0.5723679792128995
x144,x210,0.5722978382795433
x188,x192,0.5720776267524392
x133,x278,0.5720368238888287
x190,x201,0.5717998614378037
x138,x216,0.571371792315433
x139,x208,0.5713509013499319
x110,x204,0.5711589141913127
x205,x217,0.5710110858824285
x063,x073,0.5709964459475698
x117,x210,0.5709097531970164
x042,x279,0.5700323338721527
x133,x141,0.5699856110740305
x116,x126,0.5699402867993978
x106,x195,0.5697821688163808
x181,x210,0.5697411865762086
x110,x206,0.5696879081411117
x128,x206,0.5695674105535996
x130,x192,0.5693951285094415
x133,x143,0.5691629404072375
x117,x146,0.5683827962491972
x005,y,0.5677919824219227
x144,x209,0.5677845121387209
x195,x202,0.5675188491857235
x119,x186,0.5673367816841183
x211,x212,0.566913632940558
x042,x273,0.5666758071568427
x044,x281,0.5666464889950501
x285,x296,0.566474156469747
x110,x208,0.5662118804679355
x110,x214,0.5659571065284759
x195,x201,0.5652403213709208
x128,x216,0.5652039478771665
x145,x210,0.565150573812388
x111,x133,0.5651163543208361
x003,x266,0.5645296593232741
x110,x216,0.5642905346328679
x136,x206,0.5642859331135082
x192,x195,0.5640120108406423
x111,x192,0.5637529977129441
x130,x186,0.563097439512456
x250,x292,0.5630855856250184
x142,x194,0.5629164711890403
x016,x225,0.5627864317395943
x167,x191,0.5624929446298378
x138,x206,0.5624888192146694
x110,x212,0.5624252942327255
x134,x205,0.5622233693715474
x120,x208,0.5620960976657537
x130,x208,0.5618455550552827
x128,x220,0.5615130166322498
x120,x278,0.5614561847569958
x208,x278,0.5613657088352633
x210,x221,0.5613364150228974
x110,x195,0.5612528062562543
x143,x216,0.5611356682878488
x143,x195,0.5603942321058142
x134,x217,0.5603877576894369
x204,x208,0.5603258729853288
x195,x212,0.5600179518018877
x128,x196,0.5599747663613069
x134,x193,0.5595642996428771
x202,x219,0.5592353229880569
x210,x217,0.5589196220512282
x106,x208,0.558599638147581
x106,x192,0.5584901030022902
x106,x193,0.5583288692797597
x202,x277,0.5581482952588622
x005,x235,0.5580812957347767
x137,x215,0.5576246728664754
x202,x205,0.5573699001827646
x209,x218,0.5572824385626267
x166,x191,0.5566257929085776
x145,x211,0.5565191375107553
x114,x199,0.5564614285220185
x110,x117,0.5563089348925023
x210,x218,0.5561279122645251
x136,x216,0.5556842468097221
x127,x205,0.555601199649072
x110,x143,0.5555925268637444
x193,x277,0.5555229113152036
x138,x278,0.5547423786782566
x185,x219,0.5546739178247484
x127,x211,0.5546588218399208
x014,x250,0.5543166284626991
x185,x209,0.5541623339253062
x058,y,0.5535205427147731
x008,x016,0.5535053418962235
x114,x125,0.553483943612482
x266,x290,0.5533993879608947
x137,x205,0.5531408609013883
x141,x186,0.5530927269532329
x142,x215,0.5529604926660197
x118,x206,0.5528314705368127
x015,x224,0.5527767789143206
x202,x211,0.5527138740865335
x044,x279,0.5522566633236954
x115,x126,0.5518743333437298
x106,x196,0.5517950413159796
x011,x024,0.5513405109504121
x044,x273,0.5513084077231337
x134,x195,0.5508689065629607
x186,x193,0.550840361900096
x144,x192,0.5507060227168222
x137,x211,0.5504683094927041
x110,x196,0.5498373638996319
x146,x202,0.5496394659785445
x209,x217,0.5495075953396498
x136,x196,0.5487415597705042
x135,x193,0.5486248159703181
x119,x221,0.5483870507852009
x226,x235,0.5482709340490811
x144,x211,0.5473264862211532
x164,x188,0.547299081077725
x134,x215,0.5471689669266742
x127,x195,0.546945742719475
x235,x237,0.5467743194347258
x127,x215,0.546380826221851
x110,x194,0.5462734207258897
x064,x074,0.5462677919102006
x203,x278,0.5461351116513857
x013,x024,0.5458336164680315
x143,x206,0.5449931074276576
x181,x215,0.5444829459620847
x127,x277,0.5443701651513609
x265,x290,0.5442037010406514
x129,x278,0.5434822003618153
x110,x202,0.543392685317936
x106,x128,0.5433359375653931
x192,x210,0.5426609098928873
x030,x236,0.5422916059262192
x142,x210,0.5416314940383599
x136,x193,0.5416037401942551
x266,x293,0.5413220755723624
x195,x200,0.5410799989075374
x146,x193,0.5410776877485777
x016,x030,0.541067390291033
x121,x126,0.540996230988166
x115,x199,0.5407588589845173
x111,x126,0.5401951148485915
x142,x205,0.5401902355451726
x140,x192,0.5393841983007226
x121,x278,0.5391745312517371
x106,x185,0.5391081651730149
x135,x206,0.5378140101167843
x165,x191,0.5376207126287265
x188,x200,0.5375241147402849
x195,x217,0.5374603233989839
x192,x214,0.5368733796190448
x189,x201,0.53671438389099
x267,x293,0.5366537905964086
x140,x208,0.5354760653284509
x134,x146,0.5354323502315764
x146,x211,0.5353697731327665
x140,x186,0.535272578575885
x194,x278,0.5348764979279464
x217,x220,0.5348528779018475
x113,x199,0.5347701399419152
x016,x291,0.5344152850332834
x021,x231,0.5342918725420736
x125,x190,0.5337730482684985
x117,x211,0.5335935835954185
x111,x278,0.5334655457993714
x202,x215,0.5332933753176793
x138,x196,0.5332863367056555
x117,x205,0.5332695859191461
x131,x192,0.533184100112851
x110,x181,0.5328328699608519
x181,x209,0.5327454285654815
x164,x190,0.5326756509264203
x146,x186,0.5321730114569145
x119,x277,0.5319454637075969
x143,x221,0.5312961230407444
x143,x210,0.5309525675980462
x133,x204,0.5307800537332681
x181,x221,0.5306060267285012
x118,x216,0.5304857684357297
x186,x203,0.5304773117144435
x186,x201,0.5291692372454522
x110,x203,0.5287829157369415
x142,x208,0.5286083900350953
x135,x216,0.5283522398534944
x134,x192,0.5276725465392568
x133,x194,0.5273255315236304
x211,x218,0.5271948133297659
x274,x280,0.5271035248658249
x110,x213,0.5269946863779167
x131,x208,0.5267878306535557
x181,x204,0.526586769209307
x188,x193,0.5263734840083264
x106,x146,0.5262647694344347
x266,x297,0.5253818876495872
x003,x267,0.5250861535224802
x110,x142,0.525055750080371
x137,x195,0.5247593094560197
x024,x291,0.524707280279374
x145,x209,0.5245788844371407
x121,x208,0.5245760849174536
x135,x196,0.5242773513626987
x193,x221,0.5242765524167915
x129,x186,0.5242673148101978
x117,x219,0.5237394308943923
x002,x235,0.5229676769105405
x116,x199,0.522948544513384
x143,x209,0.5227880447693031
x142,x209,0.5227764976032786
x120,x126,0.522687363809063
x106,x145,0.5225520351297346
x043,x235,0.5222022814844625
x181,x201,0.521680372715001
x131,x185,0.5214588888291768
x010,x015,0.5212510335204491
x211,x217,0.5200227772511111
x118,x220,0.5198155385690173
x145,x186,0.519651800701427
x181,x193,0.5190790061625222
x208,x214,0.518955652935888
x125,x189,0.5186222688627129
x138,x221,0.5182558539326227
x015,x225,0.5171415824583132
x146,x210,0.5169246526382132
x165,x188,0.5161650500746201
x115,x200,0.5161412919999017
x217,x278,0.5160877074495597
x209,x220,0.5159618884530836
x125,x191,0.5158954847993698
x114,x126,0.5156839007207447
x216,x217,0.5156425981570837
x014,x226,0.5154633178046232
x133,x144,0.5154092430820895
x226,y,0.514779446199965
x106,x294,0.5143980462805982
x250,x279,0.5143625094541184
x250,x273,0.5139024972626378
x111,x208,0.5134001611002007
x116,x200,0.5128241855698654
x135,x192,0.5121286131352722
x212,x216,0.5119876748464396
x110,x217,0.5118506858517125
x142,x278,0.511835843651334
x014,x225,0.5116302579164039
x206,x212,0.5115038022496409
x212,x220,0.5114711081703451
x117,x196,0.5112575910919603
x141,x185,0.5112380495234748
x106,x127,0.5111849451594517
x196,x200,0.5110821038716928
x188,x278,0.5106505479389913
x033,x036,0.5105641311020491
x130,x185,0.5104996267705608
x136,x185,0.510277756915048
x016,x296,0.5097641385248367
x113,x278,0.5095777600924464
x141,x192,0.509423512817735
x133,x214,0.5093550759486554
x186,x213,0.5092991394786884
x143,x196,0.5091874192807011
x015,x029,0.5087688444936692
x128,x221,0.5083643826897097
x009,x015,0.5079765212800924
x117,x215,0.507549885456819
x142,x220,0.5074082155871148
x007,x021,0.5071033583329737
x195,x208,0.5067043913667646
x043,x226,0.5066633096660529
x139,x278,0.506330225539525
x121,x185,0.5062176909684941
x002,x014,0.506067244755676
x143,x208,0.5060514610943064
x111,x185,0.5058217319696836
x134,x278,0.5057399870460033
x142,x211,0.5057115830752434
x111,x181,0.5052329799279481
x121,x181,0.5049055983463911
x192,x205,0.5044462132900559
x236,x237,0.5044289808625514
x063,x075,0.5043767153912584
x141,x208,0.5038434559140931
x114,x200,0.5037924479890064
x136,x192,0.5036551075673797
x206,x217,0.503561248220569
x106,x205,0.5033955449797837
x143,x211,0.5031814492832613
x196,x202,0.5030953266417484
x194,x200,0.5029421872460995
x134,x206,0.5028733543723362
x192,x211,0.5027303922258203
x106,x202,0.5026027813839529
x264,x291,0.5025045137371861
x142,x195,0.502437281214013
x267,x297,0.5023661349892649
x106,x204,0.502164345621915
x118,x186,0.5017048333344916
x126,x190,0.5017033792502832
x106,x138,0.5015954992324535
x237,y,0.5011719745694199
x288,x289,0.5009399988854502
x004,x290,0.5008976347326308
x120,x125,0.5006275383597193
x208,x218,0.5003299233683524
x120,x181,0.5001852306187705
x186,x209,0.49990869247666564
x137,x216,0.4999086751435801
x264,x296,0.4998801334861939
x140,x185,0.4996240987808935
x116,x201,0.49937143250712873
x137,x220,0.4992190705764648
x130,x278,0.4989418377189606
x110,x193,0.49850878869241394
x126,x191,0.49836147090813454
x212,x277,0.4979015409749618
x192,x196,0.4976743269269461
x016,x226,0.4976371706376668
x120,x185,0.49742880258829353
x139,x186,0.49694283696123887
x196,x212,0.49694265425082956
x192,x199,0.4955714737160514
x128,x277,0.4954130204664263
x127,x206,0.4952402960067355
x209,x278,0.49491777618055516
x181,x278,0.4944539162466029
x145,x192,0.4944073408773465
x134,x196,0.49433876535321997
x166,x188,0.4942892893888952
x202,x206,0.4939368862123039
x250,x281,0.4931152137597681
x213,x278,0.4929139018294287
x142,x216,0.4927911465181898
x188,x277,0.4925904253010556
x110,x220,0.4925560639838992
x009,x016,0.49202870415887445
x137,x206,0.4918911048894511
x056,x168,0.4918502905552643
x016,x232,0.4915164334239881
x127,x216,0.491375239532482
x106,x144,0.4912997803590648
x225,x235,0.49099786225200703
x186,x218,0.49006714050139405
x134,x216,0.4895998162223234
x106,x206,0.4895176559177242
x239,y,0.48914233873302615
x181,x220,0.4890451216179504
x127,x196,0.48903676806487706
x143,x278,0.4889255689650872
x135,x185,0.4887589194870074
x002,x236,0.4885547999208188
x014,x224,0.4884422739907946
x205,x208,0.48784701372940315
x135,x219,0.4875767643475519
x194,x201,0.48689338916995495
x110,x219,0.4868133562597387
x135,x218,0.486602798015097
x113,x277,0.4855933719713487
x002,y,0.4853880137111976
x011,x012,0.4853091247204478
x193,x199,0.4849176047960747
x015,x226,0.4848465853364146
x115,x201,0.48458621787529116
x020,x236,0.48457197783428746
x127,x220,0.48451320711824675
x110,x192,0.48409603827379755
x131,x278,0.4837696706227348
x017,x029,0.483735545718217
x185,x203,0.4835769388976698
x164,x191,0.48352552829550116
x225,y,0.48341207968727573
x121,x125,0.4833954912332463
x235,x239,0.4833263148673202
x110,x221,0.4833237860726338
x113,x125,0.4832958770060656
x106,x203,0.4832320532114852
x136,x219,0.4830620144464135
x136,x218,0.4826803464664312
x181,x214,0.4825809876967732
x137,x277,0.4823190940762828
x003,x290,0.48192297368734965
x167,x188,0.4814627386726542
x181,x200,0.4811530347862864
x119,x181,0.4810521513694145
x181,x184,0.48104883296597445
x226,x237,0.48048869710985304
x111,x125,0.4803267822121266
x151,x188,0.48021671379517944
x144,x186,0.48020931549894935
x146,x209,0.47957938121688803
x126,x189,0.47903334860158225
x202,x216,0.477775947978391
x142,x206,0.4775400133421433
x002,x226,0.47748583528311794
x136,x278,0.4774584626431799
x133,x195,0.4773973297005577
x106,x186,0.4772837590572525
x120,x277,0.4771080153674084
x129,x185,0.4764753259476713
x133,x205,0.47645163290036185
x134,x219,0.47576813821812886
x016,x024,0.4756198204595242
x181,x192,0.4756057288410502
x235,x250,0.47555698379353706
x257,x259,0.475464772048793
x135,x278,0.4753347850528545
x196,x217,0.47533373262868284
x134,x185,0.47484653938133375
x117,x206,0.4748032261437258
x192,x219,0.4740060656474919
x189,x193,0.4738152421365495
x110,x278,0.4736512240409407
x024,x296,0.47314485704933995
x008,x040,0.47298998864030706
x024,x303,0.47266898967261106
x134,x218,0.47254085174813226
x056,x173,0.4723894964971757
x133,x145,0.4718935584808889
x217,x221,0.4718707061676839
x185,x213,0.47181073150361175
x119,x125,0.47175116356709335
x118,x221,0.47153829808614894
x151,x199,0.4713186532595648
x201,x206,0.4706929092412121
x185,x193,0.47042156040576627
x024,x181,0.4704008810361765
x188,x201,0.46989708043525247
x133,x218,0.4698417348107933
x237,x238,0.46976680931841847
x189,x194,0.4697005934269737
x119,x126,0.4692342906905047
x259,x272,0.4691808505483048
x194,x277,0.469110522678622
x011,x016,0.46896450820148283
x106,x215,0.4684244982588733
x137,x196,0.4682451997999903
x139,x185,0.46821793311105353
x202,x220,0.4682135389324172
x106,x212,0.4677433357543177
x242,y,0.4676009475958813
x110,x186,0.467526307962582
x106,x137,0.467479640237731
x140,x278,0.4672255092856262
x136,x181,0.46618756665772554
x106,x285,0.46567821667756343
x128,x186,0.465423710858311
x119,x185,0.46525313219445974
x113,x192,0.464006781739725
x010,x017,0.46392742592763214
x256,x259,0.46391046511551665
x195,x278,0.463672195633893
x106,x214,0.46366096703359916
x209,x221,0.4633694345306138
x043,x225,0.4631955279398362
x113,x118,0.4625953328640548
x192,x215,0.4625297339412494
x188,x240,0.46233482525910846
x113,x200,0.4617487265075606
x056,x188,0.4617415136085753
x114,x201,0.4615113712841678
x294,x303,0.4605928449541842
x204,x278,0.4602482401757469
x136,x220,0.4597183293497052
x011,x020,0.4595877662390443
x146,x192,0.4592857859214972
x193,x200,0.45924173316159383
x146,x185,0.45920312037536254
x203,x277,0.45879611499895206
x056,x277,0.4587520977069149
x129,x277,0.458541017181294
x144,x278,0.4584562631984077
x005,x236,0.4584362703995796
x106,x216,0.4574247022392742
x141,x278,0.4569182347611564
x210,x278,0.45677690011061595
x042,x043,0.4563349986251788
x014,x237,0.4562650582314633
x160,x280,0.4562639610461504
x117,x216,0.4561899691088294
x113,x193,0.4558841973006721
x121,x277,0.45557948254885494
x009,x021,0.4552716902763602
x194,x199,0.4550115543624247
x133,x215,0.4549752389548493
x014,y,0.4549067391517058
x181,x191,0.45469945465785433
x144,x208,0.4543180852017688
x212,x221,0.454177185976211
x116,x159,0.45402675746932347
x110,x218,0.45352901869823375
x208,x215,0.4534334138273882
x116,x160,0.4533660672188322
x007,x016,0.4531824203348569
x113,x151,0.4529046949268989
x145,x185,0.4526653468662211
x136,x186,0.4526626262683825
x250,y,0.45265060321526196
x014,x235,0.45253198966560204
x111,x277,0.45247613433818523
x152,x188,0.45156838644588
x255,x259,0.4514884475670946
x114,x119,0.4513950321374222
x152,x199,0.4511664294507786
x135,x220,0.45010318162238644
x181,x190,0.45000550123711147
x225,x233,0.44999694551695524
x063,x072,0.44995950975462967
x189,x192,0.4497470509932154
x135,x181,0.4494183036219605
x196,x208,0.4492185477001038
x012,x013,0.4484923076261157
x142,x221,0.4484810920236178
x116,x121,0.4484438343836627
x190,x194,0.4483287435355962
x181,x208,0.44824527875014064
x208,x277,0.4480051925059453
x015,x291,0.44791411991105107
x291,x294,0.4479126379429436
x201,x205,0.44790665651769285
x118,x181,0.44785404923804584
x158,x280,0.4478459255566593
x111,x116,0.44741321754641367
x224,x233,0.44666277822018186
x125,x188,0.44649765728594887
x181,x189,0.4460875295276777
x134,x181,0.44599366241548727
x138,x277,0.44592881433699877
x116,x120,0.445909767197968
x131,x181,0.44589371118394
x142,x196,0.4458337628340536
x113,x126,0.4457391208418378
x186,x200,0.4456285390863231
x192,x206,0.44558310324214595
x137,x221,0.4443331833336021
x117,x220,0.4442999298803427
x125,x167,0.4440345686080446
x002,x225,0.44394529196421434
x125,x166,0.4437590314079708
x185,x208,0.4433893212240808
x265,x293,0.44321243218596323
x133,x277,0.4431338341331687
x115,x119,0.44275234448235873
x118,x125,0.442662750528858
x106,x126,0.44243381221498757
x015,x285,0.44234598346363574
x113,x117,0.4413196588787429
x115,x120,0.4408689167973455
x151,x189,0.44060185206573144
x002,x238,0.4405644156433929
x138,x186,0.44054214214421644
